period,source_name,destination_name,firm,firm_type,cc1 lcu fee,cc1 fx margin,cc1 total cost %
2024_3Q,United States,Ethiopia,Walmart2World,Bank,5.0,4.26,6.76
2024_3Q,United States,Ethiopia,Walmart2World,Bank,8.0,4.26,8.26
2024_3Q,United States,Ethiopia,Walmart2World,Bank,11.99,0.0,6.0
2024_3Q,United States,Ethiopia,Walmart2World,Bank,5.99,0.0,3.0
2024_3Q,United States,Nigeria,Walmart2World,Bank,14.0,2.3,9.3
2024_3Q,United States,Nigeria,Walmart2World,Bank,11.99,-0.32,5.68
2024_3Q,United States,Nigeria,Walmart2World,Bank,0.0,-0.32,-0.32
2024_3Q,Ghana,Nigeria,United Bank for Africa (UBA),Bank,25.0,3.56,11.89
2024_3Q,South Africa,Nigeria,First National Bank of South Africa via MoneyGram,Bank / Money Transfer Operator,104.36,4.14,11.76
2024_3Q,South Africa,Nigeria,First National Bank of South Africa,Money Transfer Operator,230.0,4.5,21.29
2024_3Q,South Africa,Nigeria,First National Bank of South Africa,Money Transfer Operator,230.0,4.5,21.29
2024_3Q,South Africa,Nigeria,First National Bank of South Africa,Money Transfer Operator,130.0,4.5,13.99
2024_3Q,United Kingdom,South Africa,ExpressLinks UK,Money Transfer Operator,4.95,0.7,4.83
2024_3Q,Italy,Senegal,Ria,Money Transfer Operator,2.5,0.15,1.94
2024_3Q,Tanzania,Kenya,Western Union,Money Transfer Operator,7654.0,8.16,10.52
2024_3Q,Tanzania,Kenya,MoneyGram,Money Transfer Operator,17110.0,3.96,9.23
2024_3Q,Tanzania,Rwanda,MoneyGram,Money Transfer Operator,17110.0,7.58,12.85
2024_3Q,Tanzania,Rwanda,Western Union,Money Transfer Operator,7654.0,8.8,11.16
2024_3Q,Tanzania,Uganda,MoneyGram,Money Transfer Operator,17110.0,4.19,9.46
2024_3Q,Tanzania,Uganda,Western Union,Money Transfer Operator,7654.0,7.19,9.55
2024_3Q,United Kingdom,Kenya,Skrill,Money Transfer Operator,0.0,1.49,1.49
2024_3Q,South Africa,Kenya,ABSA,Bank,435.0,2.48,34.23
2024_3Q,Rwanda,Kenya,BPR Bank Rwanda PLC,Bank,46130.0,13.52,44.27
2024_3Q,Rwanda,Kenya,MoneyGram,Money Transfer Operator,5000.0,2.67,6.0
2024_3Q,Germany,Nigeria,Ria,Money Transfer Operator,9.0,0.3,6.73
2024_3Q,Germany,Nigeria,Ria,Money Transfer Operator,9.0,0.3,6.73
2024_3Q,Germany,Nigeria,Ria,Money Transfer Operator,9.0,0.3,6.73
2024_3Q,Germany,Nigeria,WorldRemit,Money Transfer Operator,0.0,2.92,2.92
2024_3Q,Spain,Nigeria,Money Exchange,Money Transfer Operator,4.84,1.45,4.91
2024_3Q,Italy,Nigeria,Poste Italiane via Western Union,Money Transfer Operator / Post office,0.9,0.96,1.6
2024_3Q,Italy,Senegal,Poste Italiane via Eurogiro,Post office,12.0,0.0,8.57
2024_3Q,Ghana,Nigeria,EcoBank Rapid Transfer,Money Transfer Operator,0.0,3.1,3.1
2024_3Q,South Africa,Tanzania,ABSA via Western Union,Bank / Money Transfer Operator,207.64,1.01,16.17
2024_3Q,South Africa,Kenya,Hello-Paisa,Money Transfer Operator,50.0,4.11,7.76
2024_3Q,South Africa,Kenya,Hello-Paisa,Money Transfer Operator,50.0,4.22,7.87
2024_3Q,South Africa,Nigeria,Hello-Paisa,Money Transfer Operator,0.0,10.42,10.42
2024_3Q,South Africa,Nigeria,Hello-Paisa,Money Transfer Operator,0.0,10.69,10.69
2024_3Q,United States,Ethiopia,Walmart2World,Bank,0.0,4.26,4.26
2024_3Q,United States,Ethiopia,Walmart2World,Bank,8.0,4.26,8.26
2024_3Q,Ghana,Nigeria,United Bank for Africa (UBA),Bank,25.0,2.77,11.1
2024_3Q,Italy,Ethiopia,Money Exchange Italia,Money Transfer Operator,3.5,6.75,9.25
2024_3Q,Belgium,"Congo, Dem. Rep.",MoneyTrans,Money Transfer Operator / Post office,5.0,4.37,7.94
2024_3Q,Germany,Ghana,Ria,Money Transfer Operator,9.0,1.7,8.13
2024_3Q,Germany,Ghana,Ria,Money Transfer Operator,9.0,1.7,8.13
2024_3Q,Germany,Ghana,Ria,Money Transfer Operator,9.0,1.7,8.13
2024_3Q,Tanzania,Kenya,KCB Bank,Bank,149875.0,15.81,62.0
2024_3Q,Tanzania,Kenya,KCB Bank,Bank,149875.0,15.81,62.0
2024_3Q,Canada,Ghana,Royal Bank of Canada,Bank,0.0,2.2,2.2
2024_3Q,Canada,Ghana,Toronto Dominion Bank,Bank,50.0,2.64,27.64
2024_3Q,Canada,Kenya,Royal Bank of Canada,Bank,0.0,2.2,2.2
2024_3Q,Canada,Kenya,Toronto Dominion Bank,Bank,50.0,2.64,27.64
2024_3Q,Kenya,Rwanda,MoneyGram,Money Transfer Operator,403.0,8.53,10.77
2024_3Q,Kenya,Uganda,ABC Bank,Money Transfer Operator,1800.0,1.96,11.96
2024_3Q,Kenya,Uganda,ABC Bank,Money Transfer Operator,1800.0,2.15,12.15
2024_3Q,Kenya,Uganda,ABC Bank,Money Transfer Operator,1800.0,1.96,11.96
2024_3Q,Kenya,Uganda,UBA Africash,Bank,656.0,2.15,5.79
2024_3Q,Kenya,Uganda,MoneyGram,Money Transfer Operator,403.0,6.04,8.28
2024_3Q,Tanzania,Kenya,Stanbic Bank,Bank,217909.5,20.8,87.95
2024_3Q,Tanzania,Kenya,Stanbic Bank,Bank,217909.5,20.8,87.95
2024_3Q,Tanzania,Rwanda,NMB (National Microfinance Bank),Non-Bank FI,164100.0,23.74,74.31
2024_3Q,Tanzania,Uganda,NMB (National Microfinance Bank),Non-Bank FI,164100.0,20.67,71.24
2024_3Q,Tanzania,Uganda,NMB (National Microfinance Bank),Non-Bank FI,164100.0,20.67,71.24
2024_3Q,Tanzania,Uganda,Stanbic Bank,Bank,217909.5,11.23,78.38
2024_3Q,Tanzania,Uganda,Stanbic Bank,Bank,217909.5,11.23,78.38
2024_3Q,Belgium,"Congo, Dem. Rep.",Atena Money Transfert,Money Transfer Operator,6.45,1.99,6.6
2024_3Q,Kenya,Tanzania,ABC Bank,Money Transfer Operator,1800.0,1.96,11.96
2024_3Q,Kenya,Tanzania,ABC Bank,Money Transfer Operator,1800.0,2.15,12.15
2024_3Q,Kenya,Tanzania,ABC Bank,Money Transfer Operator,1800.0,1.96,11.96
2024_3Q,Kenya,Tanzania,MoneyGram,Money Transfer Operator,403.0,5.96,8.2
2024_3Q,Kenya,Tanzania,UBA Africash,Bank,656.0,2.15,5.79
2024_3Q,South Africa,Kenya,Hello-Paisa,Money Transfer Operator,50.0,3.91,7.56
2024_3Q,South Africa,Kenya,Hello-Paisa,Money Transfer Operator,50.0,4.07,7.72
2024_3Q,South Africa,Kenya,Hello-Paisa,Money Transfer Operator,50.0,3.97,7.62
2024_3Q,South Africa,Kenya,Hello-Paisa,Money Transfer Operator,50.0,4.07,7.72
2024_3Q,South Africa,Kenya,Mukuru,Money Transfer Operator,75.0,6.51,11.98
2024_3Q,South Africa,Kenya,Mukuru,Money Transfer Operator,75.0,6.51,11.98
2024_3Q,South Africa,Kenya,Mukuru,Money Transfer Operator,75.0,2.29,7.76
2024_3Q,South Africa,Kenya,Mukuru,Money Transfer Operator,75.0,2.03,7.5
2024_3Q,Kenya,Rwanda,Dahabshiil,Money Transfer Operator,414.0,0.86,3.16
2024_3Q,Kenya,Uganda,Dahabshiil,Money Transfer Operator,414.0,0.86,3.16
2024_3Q,United States,Ghana,MoneyGram,Money Transfer Operator,6.0,-1.48,1.52
2024_3Q,United States,Ghana,MoneyGram,Money Transfer Operator,0.0,-1.48,-1.48
2024_3Q,Italy,Senegal,Poste Italiane via Western Union,Money Transfer Operator / Post office,0.9,0.19,0.83
2024_3Q,United Kingdom,Ghana,TapTap Send,Money Transfer Operator,0.0,1.84,1.84
2024_3Q,United Kingdom,Ghana,TapTap Send,Money Transfer Operator,0.0,1.84,1.84
2024_3Q,Germany,Ghana,WorldRemit,Money Transfer Operator,0.99,6.55,7.26
2024_3Q,South Africa,Kenya,Mukuru,Money Transfer Operator,75.0,6.64,12.11
2024_3Q,South Africa,Kenya,Mukuru,Money Transfer Operator,75.0,6.64,12.11
2024_3Q,United Kingdom,South Africa,Western Union,Money Transfer Operator,2.99,8.32,10.81
2024_3Q,United Kingdom,South Africa,Western Union,Money Transfer Operator,2.99,8.32,10.81
2024_3Q,Germany,Ghana,MoneyGram,Money Transfer Operator,9.3,2.43,9.07
2024_3Q,Netherlands,Ghana,Ria,Money Transfer Operator,5.0,2.37,5.94
2024_3Q,United Kingdom,Ghana,Sendwave,Money Transfer Operator,0.0,2.31,2.31
2024_3Q,United Kingdom,Kenya,Sendwave,Money Transfer Operator,0.0,0.07,0.07
2024_3Q,United Kingdom,Tanzania,Sendwave,Money Transfer Operator,0.0,-1.56,-1.56
2024_3Q,United Kingdom,Uganda,Sendwave,Money Transfer Operator,0.0,2.97,2.97
2024_3Q,United Kingdom,Nigeria,Sendwave,Money Transfer Operator,0.0,1.07,1.07
2024_3Q,Germany,Nigeria,Western Union,Money Transfer Operator,8.4,2.54,8.54
2024_3Q,Germany,Nigeria,Western Union,Money Transfer Operator,8.4,2.54,8.54
2024_3Q,United Kingdom,Nigeria,Western Union,Money Transfer Operator,4.99,2.17,6.33
2024_3Q,United Kingdom,Nigeria,Western Union,Money Transfer Operator,4.99,2.17,6.33
2024_3Q,Kenya,Rwanda,Western Union,Money Transfer Operator,207.0,5.74,6.89
2024_3Q,Kenya,Tanzania,Western Union,Money Transfer Operator,207.0,4.07,5.22
2024_3Q,Kenya,Uganda,Western Union,Money Transfer Operator,207.0,3.4,4.55
2024_3Q,Spain,Nigeria,Money Exchange,Money Transfer Operator,4.84,0.53,3.99
2024_3Q,Spain,Nigeria,Money Exchange,Money Transfer Operator,4.84,0.51,3.97
2024_3Q,Germany,Nigeria,MoneyGram,Money Transfer Operator,9.3,1.44,8.08
2024_3Q,Ghana,Nigeria,UBA Africash,Bank,25.0,2.77,11.1
2024_3Q,Ghana,Nigeria,UBA Africash,Bank,25.0,2.77,11.1
2024_3Q,Germany,Ghana,Western Union,Money Transfer Operator,8.4,10.02,16.02
2024_3Q,Germany,Ghana,Western Union,Money Transfer Operator,8.4,10.02,16.02
2024_3Q,Germany,Ghana,MoneyGram,Money Transfer Operator,9.3,2.43,9.07
2024_3Q,Canada,Ghana,Western Union,Money Transfer Operator,12.0,2.57,8.57
2024_3Q,Canada,Kenya,Western Union,Money Transfer Operator,12.0,3.73,9.73
2024_3Q,Canada,Kenya,Western Union,Money Transfer Operator,12.0,2.83,8.83
2024_3Q,United Kingdom,Ghana,Western Union,Money Transfer Operator,1.99,4.41,6.07
2024_3Q,United Kingdom,Ghana,Western Union,Money Transfer Operator,1.99,4.41,6.07
2024_3Q,Canada,Rwanda,Western Union,Money Transfer Operator,12.0,2.94,8.94
2024_3Q,Italy,Senegal,Unicredit Banca,Bank,43.5,0.0,31.07
2024_3Q,Italy,Senegal,Unicredit Banca,Bank,38.5,0.0,27.5
2024_3Q,Kenya,Rwanda,Western Union,Money Transfer Operator,207.0,1.96,3.11
2024_3Q,Kenya,Uganda,GT Bank,Bank,1800.0,2.15,12.15
2024_3Q,Kenya,Uganda,GT Bank,Bank,1800.0,2.15,12.15
2024_3Q,Kenya,Uganda,GT Bank,Bank,1800.0,2.15,12.15
2024_3Q,Kenya,Uganda,Development Bank of Kenya,Bank,2454.0,1.96,15.59
2024_3Q,Kenya,Uganda,Development Bank of Kenya,Bank,2454.0,1.96,15.59
2024_3Q,Kenya,Uganda,Development Bank of Kenya,Bank,2454.0,1.96,15.59
2024_3Q,Kenya,Uganda,United Bank for Africa (UBA),Bank,2631.58,1.96,16.58
2024_3Q,Kenya,Uganda,United Bank for Africa (UBA),Bank,2631.58,1.96,16.58
2024_3Q,Kenya,Uganda,United Bank for Africa (UBA),Bank,2631.58,1.96,16.58
2024_3Q,Kenya,Uganda,KCB Bank,Bank,2400.0,0.86,14.19
2024_3Q,Kenya,Uganda,KCB Bank,Bank,2400.0,0.86,14.19
2024_3Q,Kenya,Uganda,KCB Bank,Bank,2400.0,0.86,14.19
2024_3Q,Tanzania,Kenya,National Bank of Commerce Ltd (NBC),Bank,232560.0,14.9,86.57
2024_3Q,Tanzania,Kenya,National Bank of Commerce Ltd (NBC),Bank,232560.0,14.9,86.57
2024_3Q,Belgium,"Congo, Dem. Rep.",WorldRemit,Money Transfer Operator,5.99,3.72,8.0
2024_3Q,Kenya,Tanzania,Development Bank of Kenya,Bank,2454.0,1.96,15.59
2024_3Q,Kenya,Tanzania,Development Bank of Kenya,Bank,2454.0,1.96,15.59
2024_3Q,Kenya,Tanzania,Development Bank of Kenya,Bank,2454.0,1.96,15.59
2024_3Q,Kenya,Tanzania,GT Bank,Bank,1800.0,2.15,12.15
2024_3Q,Kenya,Tanzania,GT Bank,Bank,1800.0,2.15,12.15
2024_3Q,Kenya,Tanzania,GT Bank,Bank,1800.0,2.15,12.15
2024_3Q,Kenya,Tanzania,KCB Bank,Bank,2400.0,0.86,14.19
2024_3Q,Kenya,Tanzania,KCB Bank,Bank,2400.0,0.86,14.19
2024_3Q,Kenya,Tanzania,KCB Bank,Bank,2400.0,0.86,14.19
2024_3Q,Kenya,Tanzania,United Bank for Africa (UBA),Bank,2631.58,1.96,16.58
2024_3Q,Kenya,Tanzania,United Bank for Africa (UBA),Bank,2631.58,1.96,16.58
2024_3Q,Kenya,Tanzania,United Bank for Africa (UBA),Bank,2631.58,1.96,16.58
2024_3Q,Rwanda,Kenya,MTN Mobile Money,Mobile Operator,0.0,4.03,4.03
2024_3Q,United Kingdom,Nigeria,Ria,Money Transfer Operator,3.0,-0.49,2.01
2024_3Q,United Kingdom,Nigeria,Ria,Money Transfer Operator,3.0,-0.49,2.01
2024_3Q,United Kingdom,Nigeria,Ria,Money Transfer Operator,3.0,-0.49,2.01
2024_3Q,Cameroon,Nigeria,Western Union,Money Transfer Operator,3625.0,1.76,5.66
2024_3Q,United Kingdom,Tanzania,Wise,Money Transfer Operator,2.35,0.3,2.26
2024_3Q,United Kingdom,Tanzania,Wise,Money Transfer Operator,5.0,0.3,4.47
2024_3Q,United Kingdom,Tanzania,Wise,Money Transfer Operator,2.79,0.3,2.63
2024_3Q,United Kingdom,South Africa,Wise,Money Transfer Operator,6.84,0.0,5.7
2024_3Q,United Kingdom,South Africa,Wise,Money Transfer Operator,9.07,0.0,7.56
2024_3Q,United Kingdom,South Africa,Wise,Money Transfer Operator,7.37,0.0,6.14
2024_3Q,United States,Kenya,Wise,Money Transfer Operator,9.86,0.04,4.97
2024_3Q,United States,South Africa,Wise,Money Transfer Operator,15.59,0.02,7.82
2024_3Q,United States,South Africa,Wise,Money Transfer Operator,19.63,0.02,9.84
2024_3Q,United States,South Africa,Wise,Money Transfer Operator,11.88,0.02,5.96
2024_3Q,United States,Nigeria,WorldRemit,Money Transfer Operator,0.0,0.87,0.87
2024_3Q,Cameroon,Nigeria,MoneyGram,Money Transfer Operator,4100.0,0.63,5.04
2024_3Q,Spain,Nigeria,MoneyGram,Money Transfer Operator,5.5,2.16,6.09
2024_3Q,United States,Ghana,Dahabshiil,Money Transfer Operator,12.0,1.54,7.54
2024_3Q,Kenya,Rwanda,M-Pesa,Mobile Operator,360.0,4.98,6.98
2024_3Q,Kenya,Rwanda,M-Pesa,Mobile Operator,360.0,4.98,6.98
2024_3Q,Saudi Arabia,Ethiopia,STC Pay,Money Transfer Operator,23.0,6.19,9.26
2024_3Q,France,Senegal,Ria,Money Transfer Operator,7.0,0.12,5.12
2024_3Q,France,Senegal,Ria,Money Transfer Operator,6.4,0.12,4.69
2024_3Q,France,Senegal,Ria,Money Transfer Operator,6.4,0.1,4.67
2024_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,6.0,4.0,8.29
2024_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,8.0,3.98,9.69
2024_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,8.0,4.08,9.79
2024_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,5.0,4.2,7.77
2024_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,5.0,4.06,7.63
2024_3Q,United Kingdom,South Africa,Mukuru,Money Transfer Operator,3.49,4.32,7.23
2024_3Q,United Kingdom,South Africa,Mukuru,Money Transfer Operator,5.89,0.64,5.55
2024_3Q,United Kingdom,Ghana,Ria,Money Transfer Operator,3.0,1.18,3.68
2024_3Q,United Kingdom,Ghana,Ria,Money Transfer Operator,3.0,1.18,3.68
2024_3Q,United Kingdom,Ghana,Ria,Money Transfer Operator,3.0,1.18,3.68
2024_3Q,Canada,Rwanda,ScotiaBank,Bank,7.0,7.37,10.87
2024_3Q,United Kingdom,Kenya,Ria,Money Transfer Operator,4.5,2.02,5.77
2024_3Q,United Kingdom,Kenya,Ria,Money Transfer Operator,4.5,2.02,5.77
2024_3Q,United Kingdom,Kenya,Ria,Money Transfer Operator,4.5,2.02,5.77
2024_3Q,United Kingdom,Uganda,Ria,Money Transfer Operator,3.5,3.05,5.97
2024_3Q,United Kingdom,Rwanda,Western Union,Money Transfer Operator,4.99,2.6,6.76
2024_3Q,United Kingdom,Rwanda,Western Union,Money Transfer Operator,4.99,2.6,6.76
2024_3Q,Italy,Senegal,Banca Monte dei Paschi di Siena,Bank,16.5,0.0,11.79
2024_3Q,Italy,Senegal,Banca Monte dei Paschi di Siena,Bank,16.5,0.0,11.79
2024_3Q,Italy,Senegal,Western Union,Money Transfer Operator,4.5,1.73,4.94
2024_3Q,Kenya,Rwanda,Ecobank,Bank,3600.0,3.25,23.25
2024_3Q,Kenya,Uganda,Ecobank,Bank,3600.0,3.25,23.25
2024_3Q,United States,Ethiopia,Dahabshiil,Money Transfer Operator,12.0,0.0,6.0
2024_3Q,United States,Ethiopia,Amal Express,Money Transfer Operator,12.0,0.0,6.0
2024_3Q,Kenya,Tanzania,Ecobank,Bank,3600.0,3.25,23.25
2024_3Q,United States,South Africa,WorldRemit,Money Transfer Operator,1.99,4.14,5.14
2024_3Q,United States,Ghana,WorldRemit,Money Transfer Operator,0.0,3.53,3.53
2024_3Q,Kenya,Tanzania,M-Pesa,Mobile Operator,360.0,0.11,2.11
2024_3Q,Kenya,Tanzania,M-Pesa,Mobile Operator,360.0,0.11,2.11
2024_3Q,Kenya,Uganda,M-Pesa,Mobile Operator,360.0,4.5,6.5
2024_3Q,Kenya,Uganda,M-Pesa,Mobile Operator,360.0,4.5,6.5
2024_3Q,South Africa,Kenya,Mukuru,Money Transfer Operator,75.0,1.64,7.11
2024_3Q,United States,Kenya,Dahabshiil,Money Transfer Operator,12.0,0.0,6.0
2024_3Q,Kenya,Rwanda,EcoBank Rapid Transfer,Money Transfer Operator,517.0,3.36,6.23
2024_3Q,Kenya,Rwanda,EcoBank Rapid Transfer,Money Transfer Operator,517.0,3.36,6.23
2024_3Q,Kenya,Rwanda,EcoBank Rapid Transfer,Money Transfer Operator,517.0,3.36,6.23
2024_3Q,Kenya,Rwanda,EcoBank Rapid Transfer,Money Transfer Operator,517.0,3.36,6.23
2024_3Q,Kenya,Tanzania,EcoBank Rapid Transfer,Money Transfer Operator,517.0,3.25,6.12
2024_3Q,Kenya,Tanzania,EcoBank Rapid Transfer,Money Transfer Operator,517.0,3.25,6.12
2024_3Q,Kenya,Tanzania,EcoBank Rapid Transfer,Money Transfer Operator,517.0,3.25,6.12
2024_3Q,Kenya,Tanzania,EcoBank Rapid Transfer,Money Transfer Operator,517.0,3.25,6.12
2024_3Q,Kenya,Uganda,EcoBank Rapid Transfer,Money Transfer Operator,517.0,3.25,6.12
2024_3Q,Kenya,Uganda,EcoBank Rapid Transfer,Money Transfer Operator,517.0,3.25,6.12
2024_3Q,Kenya,Uganda,EcoBank Rapid Transfer,Money Transfer Operator,517.0,3.25,6.12
2024_3Q,Kenya,Uganda,EcoBank Rapid Transfer,Money Transfer Operator,517.0,3.25,6.12
2024_3Q,United Kingdom,Ethiopia,Ria,Money Transfer Operator,4.5,6.05,9.8
2024_3Q,United Kingdom,Ethiopia,Ria,Money Transfer Operator,4.5,6.05,9.8
2024_3Q,United Kingdom,Ethiopia,Ria,Money Transfer Operator,4.5,6.05,9.8
2024_3Q,United Kingdom,Rwanda,Ria,Money Transfer Operator,4.5,1.88,5.63
2024_3Q,United Kingdom,Rwanda,Ria,Money Transfer Operator,4.5,1.88,5.63
2024_3Q,United Kingdom,Tanzania,Ria,Money Transfer Operator,4.5,2.93,6.68
2024_3Q,United Kingdom,Tanzania,Ria,Money Transfer Operator,4.5,2.93,6.68
2024_3Q,United Kingdom,Tanzania,Ria,Money Transfer Operator,4.5,2.93,6.68
2024_3Q,South Africa,Kenya,EcoCash Remit,Mobile Operator,68.5,1.14,6.14
2024_3Q,Belgium,"Congo, Dem. Rep.",La Poste via Ria,Money Transfer Operator / Post office,3.0,4.1,6.24
2024_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,5.0,4.16,7.73
2024_3Q,Netherlands,Ghana,Unity Monetary Services BV,Money Transfer Operator,5.0,4.13,7.7
2024_3Q,Canada,Kenya,Wise,Money Transfer Operator,5.43,0.04,2.76
2024_3Q,Canada,Rwanda,WorldRemit,Money Transfer Operator,0.0,2.01,2.01
2024_3Q,Canada,Rwanda,WorldRemit,Money Transfer Operator,0.0,2.01,2.01
2024_3Q,France,Senegal,WorldRemit,Money Transfer Operator,2.11,1.75,3.26
2024_3Q,France,Senegal,WorldRemit,Money Transfer Operator,2.11,1.75,3.26
2024_3Q,United States,Kenya,Western Union,Money Transfer Operator,9.99,2.01,7.01
2024_3Q,United States,Kenya,Western Union,Money Transfer Operator,3.99,2.01,4.01
2024_3Q,United States,Kenya,Western Union,Money Transfer Operator,1.99,2.01,3.01
2024_3Q,United Kingdom,Kenya,Western Union,Money Transfer Operator,1.99,3.65,5.31
2024_3Q,United Kingdom,Kenya,Western Union,Money Transfer Operator,1.99,3.65,5.31
2024_3Q,United States,Ghana,WorldRemit,Money Transfer Operator,5.99,3.53,6.53
2024_3Q,United States,Kenya,Wave,Money Transfer Operator,0.0,2.91,2.91
2024_3Q,Canada,Ghana,Western Union,Money Transfer Operator,12.9,2.32,8.77
2024_3Q,Canada,Ghana,Western Union,Money Transfer Operator,6.9,2.32,5.77
2024_3Q,Canada,Kenya,Western Union,Money Transfer Operator,12.9,3.74,10.19
2024_3Q,Canada,Kenya,Western Union,Money Transfer Operator,6.9,3.74,7.19
2024_3Q,Canada,Rwanda,Western Union,Money Transfer Operator,12.9,2.9,9.35
2024_3Q,Canada,Rwanda,Western Union,Money Transfer Operator,6.9,2.9,6.35
2024_3Q,South Africa,Kenya,Mama Money,Money Transfer Operator,68.5,2.74,7.74
2024_3Q,South Africa,Kenya,Mama Money,Money Transfer Operator,68.5,2.74,7.74
2024_3Q,United Kingdom,Rwanda,Western Union,Money Transfer Operator,2.99,4.3,6.79
2024_3Q,United Kingdom,Tanzania,Western Union,Money Transfer Operator,2.99,8.26,10.75
2024_3Q,United Kingdom,Uganda,Western Union,Money Transfer Operator,2.99,6.79,9.28
2024_3Q,United Kingdom,Ghana,Ria,Money Transfer Operator,3.0,0.77,3.27
2024_3Q,United Kingdom,Ghana,Ria,Money Transfer Operator,3.0,0.77,3.27
2024_3Q,United Kingdom,Kenya,Ria,Money Transfer Operator,8.0,2.04,8.71
2024_3Q,United Kingdom,Kenya,Ria,Money Transfer Operator,8.0,2.04,8.71
2024_3Q,United Kingdom,Uganda,Ria,Money Transfer Operator,8.0,3.05,9.72
2024_3Q,United Kingdom,Uganda,Ria,Money Transfer Operator,8.0,3.05,9.72
2024_3Q,Netherlands,Ghana,Transfer Galaxy,Money Transfer Operator,0.7,7.65,8.15
2024_3Q,Netherlands,Ghana,Transfer Galaxy,Money Transfer Operator,0.7,7.51,8.01
2024_3Q,Netherlands,Ghana,Transfer Galaxy,Money Transfer Operator,0.7,7.68,8.18
2024_3Q,United States,Kenya,WorldRemit,Money Transfer Operator,0.0,3.03,3.03
2024_3Q,United States,Ethiopia,Ria,Money Transfer Operator,8.0,5.36,9.36
2024_3Q,United States,Ghana,Walmart2World,Bank,12.0,2.06,8.06
2024_3Q,United States,Ghana,Walmart2World,Bank,5.63,2.06,4.88
2024_3Q,United States,Kenya,Walmart2World,Bank,11.99,3.33,9.33
2024_3Q,United States,Kenya,Walmart2World,Bank,5.99,3.33,6.33
2024_3Q,United Kingdom,South Africa,Cassava Remit,Money Transfer Operator,0.0,3.98,3.98
2024_3Q,United Kingdom,South Africa,Cassava Remit,Money Transfer Operator,0.0,3.98,3.98
2024_3Q,United Kingdom,Ghana,Western Union,Money Transfer Operator,7.9,5.72,12.3
2024_3Q,United Kingdom,Kenya,Western Union,Money Transfer Operator,7.9,9.55,16.13
2024_3Q,United Kingdom,Rwanda,Western Union,Money Transfer Operator,7.9,9.32,15.9
2024_3Q,United Kingdom,Tanzania,Western Union,Money Transfer Operator,7.9,10.3,16.88
2024_3Q,United Kingdom,Uganda,Western Union,Money Transfer Operator,7.9,9.73,16.31
2024_3Q,United Kingdom,South Africa,Western Union,Money Transfer Operator,7.9,10.11,16.69
2024_3Q,Italy,Ethiopia,Western Union,Money Transfer Operator,2.99,5.49,7.63
2024_3Q,Italy,Ethiopia,Western Union,Money Transfer Operator,2.99,5.49,7.63
2024_3Q,Italy,Senegal,Western Union,Money Transfer Operator,4.99,1.37,4.93
2024_3Q,Italy,Senegal,Western Union,Money Transfer Operator,4.99,1.37,4.93
2024_3Q,United States,Kenya,Western Union,Money Transfer Operator,7.99,1.41,5.41
2024_3Q,United States,Kenya,Western Union,Money Transfer Operator,1.99,1.41,2.41
2024_3Q,United States,South Africa,MoneyGram,Money Transfer Operator,11.99,4.77,10.77
2024_3Q,United States,South Africa,MoneyGram,Money Transfer Operator,5.99,4.77,7.77
2024_3Q,United States,South Africa,Xoom,Money Transfer Operator,6.01,4.16,7.17
2024_3Q,United States,South Africa,Xoom,Money Transfer Operator,6.01,4.16,7.17
2024_3Q,France,Senegal,MoneyGram,Money Transfer Operator,4.99,1.8,5.36
2024_3Q,France,Senegal,MoneyGram,Money Transfer Operator,4.99,1.8,5.36
2024_3Q,Italy,Ethiopia,Remitly,Money Transfer Operator,2.99,5.1,7.24
2024_3Q,Italy,Ethiopia,Remitly,Money Transfer Operator,2.99,5.1,7.24
2024_3Q,Italy,Ethiopia,Remitly,Money Transfer Operator,2.99,5.1,7.24
2024_3Q,Italy,Ethiopia,Remitly,Money Transfer Operator,2.99,5.1,7.24
2024_3Q,Italy,Ethiopia,Remitly,Money Transfer Operator,2.99,5.1,7.24
2024_3Q,Italy,Ethiopia,Remitly,Money Transfer Operator,2.99,5.1,7.24
2024_3Q,Italy,Senegal,Remitly,Money Transfer Operator,5.99,1.39,5.67
2024_3Q,Italy,Senegal,Remitly,Money Transfer Operator,5.99,1.39,5.67
2024_3Q,Italy,Senegal,Remitly,Money Transfer Operator,5.99,1.39,5.67
2024_3Q,Italy,Senegal,Remitly,Money Transfer Operator,5.99,1.39,5.67
2024_3Q,United States,Ethiopia,Xoom,Money Transfer Operator,5.99,3.59,6.59
2024_3Q,United States,Ethiopia,Xoom,Money Transfer Operator,5.99,3.59,6.59
2024_3Q,United States,Kenya,Xoom,Money Transfer Operator,4.99,4.04,6.54
2024_3Q,United States,Kenya,Xoom,Money Transfer Operator,5.99,4.04,7.04
2024_3Q,United States,Kenya,Xoom,Money Transfer Operator,5.99,4.04,7.04
2024_3Q,United States,Ghana,MoneyGram,Money Transfer Operator,5.0,3.17,5.67
